model_type,case,label,label_prob,model_r2,model_intercept,model_prediction,feature,feature_value,feature_weight,feature_desc,data,prediction
classification,8,Yes,0.7846785037767564,0.42041345399482505,0.3743016914381974,0.41983384507857713,TotalWorkingYears,1,0.09431273785898416,TotalWorkingYears <= 6,,
classification,8,Yes,0.7846785037767564,0.42041345399482505,0.3743016914381974,0.41983384507857713,YearsSinceLastPromotion,0,-0.08988895515152986,YearsSinceLastPromotion <= 1,,
classification,8,Yes,0.7846785037767564,0.42041345399482505,0.3743016914381974,0.41983384507857713,DistanceFromHome,25,0.0877268609764059,14 < DistanceFromHome,,
classification,8,Yes,0.7846785037767564,0.42041345399482505,0.3743016914381974,0.41983384507857713,NumCompaniesWorked,1,-0.07273733346207988,NumCompaniesWorked <= 1,,
classification,8,Yes,0.7846785037767564,0.42041345399482505,0.3743016914381974,0.41983384507857713,JobInvolvement,1,0.07264739077540464,JobInvolvement <= 2,,
classification,9,Yes,0.748478927789186,0.44666148833290403,0.11932761918924586,0.5591420329757035,OverTime,2,0.25981638858140754,OverTime = Yes,,
classification,9,Yes,0.748478927789186,0.44666148833290403,0.11932761918924586,0.5591420329757035,TotalWorkingYears,23,-0.13872569442243748,15 < TotalWorkingYears,,
classification,9,Yes,0.748478927789186,0.44666148833290403,0.11932761918924586,0.5591420329757035,NumCompaniesWorked,9,0.10926334709252744,4 < NumCompaniesWorked,,
classification,9,Yes,0.748478927789186,0.44666148833290403,0.11932761918924586,0.5591420329757035,StockOptionLevel,1,0.0963229328173025,StockOptionLevel = 0,,
classification,9,Yes,0.748478927789186,0.44666148833290403,0.11932761918924586,0.5591420329757035,YearsSinceLastPromotion,0,-0.09297376144137609,YearsSinceLastPromotion <= 1,,
classification,9,Yes,0.748478927789186,0.44666148833290403,0.11932761918924586,0.5591420329757035,EnvironmentSatisfaction,1,0.07629039107700925,EnvironmentSatisfaction <= 2,,
classification,9,Yes,0.748478927789186,0.44666148833290403,0.11932761918924586,0.5591420329757035,JobInvolvement,2,0.06489899032539763,JobInvolvement <= 2,,
classification,9,Yes,0.748478927789186,0.44666148833290403,0.11932761918924586,0.5591420329757035,YearsWithCurrManager,0,0.0649218197566269,YearsWithCurrManager <= 2,,
classification,10,No,0.9903806351983713,0.37675640709284386,0.489574225810492,0.8879835869263577,OverTime,1,0.25170968786699377,OverTime = No,,
classification,10,No,0.9903806351983713,0.37675640709284386,0.489574225810492,0.8879835869263577,JobLevel,2,0.09796424277530924,JobLevel = 2,,
classification,10,No,0.9903806351983713,0.37675640709284386,0.489574225810492,0.8879835869263577,StockOptionLevel,2,0.09024062474778262,StockOptionLevel = 1,,
classification,10,No,0.9903806351983713,0.37675640709284386,0.489574225810492,0.8879835869263577,NumCompaniesWorked,1,0.0836066156996003,NumCompaniesWorked <= 1,,
classification,10,No,0.9903806351983713,0.37675640709284386,0.489574225810492,0.8879835869263577,YearsSinceLastPromotion,0,0.07776006144417053,YearsSinceLastPromotion <= 1,,
classification,10,No,0.9903806351983713,0.37675640709284386,0.489574225810492,0.8879835869263577,EnvironmentSatisfaction,1,-0.0702514356959128,EnvironmentSatisfaction <= 2,,
classification,10,No,0.9903806351983713,0.37675640709284386,0.489574225810492,0.8879835869263577,JobInvolvement,2,-0.06807489488928853,JobInvolvement <= 2,,
classification,10,No,0.9903806351983713,0.37675640709284386,0.489574225810492,0.8879835869263577,TrainingTimesLastYear,2,-0.06454554083278942,TrainingTimesLastYear <= 2,,
classification,11,No,0.802797648753699,0.4545743730270904,0.8582213756030939,0.48263680869841075,OverTime,2,-0.25228752427251905,OverTime = Yes,,
classification,11,No,0.802797648753699,0.4545743730270904,0.8582213756030939,0.48263680869841075,TotalWorkingYears,29,0.13984180961701817,15 < TotalWorkingYears,,
classification,11,No,0.802797648753699,0.4545743730270904,0.8582213756030939,0.48263680869841075,YearsSinceLastPromotion,13,-0.12270235470428341,2 < YearsSinceLastPromotion,,
classification,11,No,0.802797648753699,0.4545743730270904,0.8582213756030939,0.48263680869841075,YearsAtCompany,27,-0.11509450998831577,9 < YearsAtCompany,,
classification,11,No,0.802797648753699,0.4545743730270904,0.8582213756030939,0.48263680869841075,NumCompaniesWorked,5,-0.10692520036353924,4 < NumCompaniesWorked,,
classification,11,No,0.802797648753699,0.4545743730270904,0.8582213756030939,0.48263680869841075,StockOptionLevel,2,0.08860474899381718,StockOptionLevel = 1,,
classification,11,No,0.802797648753699,0.4545743730270904,0.8582213756030939,0.48263680869841075,EnvironmentSatisfaction,2,-0.08611363328914488,EnvironmentSatisfaction <= 2,,
classification,11,No,0.802797648753699,0.4545743730270904,0.8582213756030939,0.48263680869841075,YearsWithCurrManager,8,0.07909209710228395,7 < YearsWithCurrManager,,
classification,12,No,0.9562930152251521,0.4084540461423415,0.5612678767202374,0.837013668167739,OverTime,1,0.23879154376722983,OverTime = No,,
classification,12,No,0.9562930152251521,0.4084540461423415,0.5612678767202374,0.837013668167739,TotalWorkingYears,17,0.14058340216223314,15 < TotalWorkingYears,,
classification,12,No,0.9562930152251521,0.4084540461423415,0.5612678767202374,0.837013668167739,YearsAtCompany,17,-0.12729510743775982,9 < YearsAtCompany,,
classification,12,No,0.9562930152251521,0.4084540461423415,0.5612678767202374,0.837013668167739,YearsSinceLastPromotion,12,-0.11857221537333378,2 < YearsSinceLastPromotion,,
classification,12,No,0.9562930152251521,0.4084540461423415,0.5612678767202374,0.837013668167739,YearsWithCurrManager,8,0.09528892022561225,7 < YearsWithCurrManager,,
classification,12,No,0.9562930152251521,0.4084540461423415,0.5612678767202374,0.837013668167739,EducationField,6,-0.09043158341911794,EducationField = Technical Degree,,
classification,12,No,0.9562930152251521,0.4084540461423415,0.5612678767202374,0.837013668167739,YearsInCurrentRole,14,0.07413050355562738,7 < YearsInCurrentRole,,
classification,12,No,0.9562930152251521,0.4084540461423415,0.5612678767202374,0.837013668167739,NumCompaniesWorked,1,0.06325032796701059,NumCompaniesWorked <= 1,,
classification,13,No,0.9018795640751918,0.4185233503799783,0.5678079331850191,0.7127074142025963,OverTime,1,0.24978184610848178,OverTime = No,,
classification,13,No,0.9018795640751918,0.4185233503799783,0.5678079331850191,0.7127074142025963,JobLevel,2,0.09951125342882142,JobLevel = 2,,
classification,13,No,0.9018795640751918,0.4185233503799783,0.5678079331850191,0.7127074142025963,TotalWorkingYears,6,-0.09539711503506973,TotalWorkingYears <= 6,,
classification,13,No,0.9018795640751918,0.4185233503799783,0.5678079331850191,0.7127074142025963,BusinessTravel,2,-0.09606193192142566,BusinessTravel = Travel_Frequently,,
classification,13,No,0.9018795640751918,0.4185233503799783,0.5678079331850191,0.7127074142025963,StockOptionLevel,1,-0.09482527954927626,StockOptionLevel = 0,,
classification,13,No,0.9018795640751918,0.4185233503799783,0.5678079331850191,0.7127074142025963,YearsSinceLastPromotion,0,0.08900237435066678,YearsSinceLastPromotion <= 1,,
classification,13,No,0.9018795640751918,0.4185233503799783,0.5678079331850191,0.7127074142025963,EnvironmentSatisfaction,2,-0.07830038621295045,EnvironmentSatisfaction <= 2,,
classification,13,No,0.9018795640751918,0.4185233503799783,0.5678079331850191,0.7127074142025963,NumCompaniesWorked,1,0.07118871984832931,NumCompaniesWorked <= 1,,
classification,14,No,0.993840164912954,0.40525132032893374,0.47864142902542994,0.9363469881591496,OverTime,1,0.2547823723542321,OverTime = No,,
classification,14,No,0.993840164912954,0.40525132032893374,0.47864142902542994,0.9363469881591496,YearsAtCompany,10,-0.1230430510944689,9 < YearsAtCompany,,
classification,14,No,0.993840164912954,0.40525132032893374,0.47864142902542994,0.9363469881591496,JobLevel,2,0.10430500953952847,JobLevel = 2,,
classification,14,No,0.993840164912954,0.40525132032893374,0.47864142902542994,0.9363469881591496,YearsSinceLastPromotion,0,0.08634910532734502,YearsSinceLastPromotion <= 1,,
classification,14,No,0.993840164912954,0.40525132032893374,0.47864142902542994,0.9363469881591496,EnvironmentSatisfaction,2,-0.07945832325451556,EnvironmentSatisfaction <= 2,,
classification,14,No,0.993840164912954,0.40525132032893374,0.47864142902542994,0.9363469881591496,YearsWithCurrManager,9,0.07553507687742339,7 < YearsWithCurrManager,,
classification,14,No,0.993840164912954,0.40525132032893374,0.47864142902542994,0.9363469881591496,NumCompaniesWorked,1,0.07192278472731704,NumCompaniesWorked <= 1,,
classification,14,No,0.993840164912954,0.40525132032893374,0.47864142902542994,0.9363469881591496,JobRole,7,0.06731258465685809,JobRole = Research Scientist,,
classification,15,No,0.8622075151920737,0.37143727900006573,0.7996200017665269,0.6050651867933988,OverTime,2,-0.24425341477556162,OverTime = Yes,,
classification,15,No,0.8622075151920737,0.37143727900006573,0.7996200017665269,0.6050651867933988,YearsAtCompany,11,-0.130845146574573,9 < YearsAtCompany,,
classification,15,No,0.8622075151920737,0.37143727900006573,0.7996200017665269,0.6050651867933988,JobLevel,2,0.10318940712024237,JobLevel = 2,,
classification,15,No,0.8622075151920737,0.37143727900006573,0.7996200017665269,0.6050651867933988,YearsInCurrentRole,8,0.07830891827605753,7 < YearsInCurrentRole,,
classification,15,No,0.8622075151920737,0.37143727900006573,0.7996200017665269,0.6050651867933988,NumCompaniesWorked,1,0.07372637810001442,NumCompaniesWorked <= 1,,
classification,15,No,0.8622075151920737,0.37143727900006573,0.7996200017665269,0.6050651867933988,JobInvolvement,2,-0.07089796607128625,JobInvolvement <= 2,,
classification,15,No,0.8622075151920737,0.37143727900006573,0.7996200017665269,0.6050651867933988,Department,3,-0.06622265977789003,Department = Sales,,
classification,15,No,0.8622075151920737,0.37143727900006573,0.7996200017665269,0.6050651867933988,TrainingTimesLastYear,4,0.06243966872986846,3 < TrainingTimesLastYear,,
classification,16,No,0.8965094212970353,0.4335654013549996,0.6234409513128795,0.6946228530850589,OverTime,1,0.2473136875959749,OverTime = No,,
classification,16,No,0.8965094212970353,0.4335654013549996,0.6234409513128795,0.6946228530850589,YearsAtCompany,11,-0.12571218378417856,9 < YearsAtCompany,,
classification,16,No,0.8965094212970353,0.4335654013549996,0.6234409513128795,0.6946228530850589,YearsSinceLastPromotion,5,-0.12459965402171597,2 < YearsSinceLastPromotion,,
classification,16,No,0.8965094212970353,0.4335654013549996,0.6234409513128795,0.6946228530850589,JobLevel,2,0.10103706723824327,JobLevel = 2,,
classification,16,No,0.8965094212970353,0.4335654013549996,0.6234409513128795,0.6946228530850589,StockOptionLevel,1,-0.10176585259802924,StockOptionLevel = 0,,
classification,16,No,0.8965094212970353,0.4335654013549996,0.6234409513128795,0.6946228530850589,EnvironmentSatisfaction,2,-0.07421565804741843,EnvironmentSatisfaction <= 2,,
classification,16,No,0.8965094212970353,0.4335654013549996,0.6234409513128795,0.6946228530850589,YearsInCurrentRole,8,0.07467606846402121,7 < YearsInCurrentRole,,
classification,16,No,0.8965094212970353,0.4335654013549996,0.6234409513128795,0.6946228530850589,NumCompaniesWorked,1,0.07444842692528225,NumCompaniesWorked <= 1,,
classification,17,No,0.9959362754614307,0.35262582534176945,0.5378081050084144,0.9958600616504274,OverTime,1,0.24254786375675483,OverTime = No,,
classification,17,No,0.9959362754614307,0.35262582534176945,0.5378081050084144,0.9958600616504274,TotalWorkingYears,30,0.12531177339236774,15 < TotalWorkingYears,,
classification,17,No,0.9959362754614307,0.35262582534176945,0.5378081050084144,0.9958600616504274,NumCompaniesWorked,9,-0.09810850079279355,4 < NumCompaniesWorked,,
classification,17,No,0.9959362754614307,0.35262582534176945,0.5378081050084144,0.9958600616504274,StockOptionLevel,2,0.0818983497755377,StockOptionLevel = 1,,
classification,17,No,0.9959362754614307,0.35262582534176945,0.5378081050084144,0.9958600616504274,PerformanceRating,4,0.04635673930588084,3.75 < PerformanceRating,,
classification,17,No,0.9959362754614307,0.35262582534176945,0.5378081050084144,0.9958600616504274,YearsWithCurrManager,2,-0.06046700929921505,YearsWithCurrManager <= 2,,
classification,17,No,0.9959362754614307,0.35262582534176945,0.5378081050084144,0.9958600616504274,JobSatisfaction,4,0.061986000446109996,3 < JobSatisfaction,,
classification,17,No,0.9959362754614307,0.35262582534176945,0.5378081050084144,0.9958600616504274,YearsAtCompany,3,0.05852674005737045,YearsAtCompany <= 3,,
classification,18,No,0.729892266605458,0.4387119178109022,0.6535295269508562,0.7297950826034261,OverTime,1,0.24277603872502737,OverTime = No,,
classification,18,No,0.729892266605458,0.4387119178109022,0.6535295269508562,0.7297950826034261,TotalWorkingYears,23,0.1470266917676289,15 < TotalWorkingYears,,
classification,18,No,0.729892266605458,0.4387119178109022,0.6535295269508562,0.7297950826034261,YearsSinceLastPromotion,12,-0.12933172398971168,2 < YearsSinceLastPromotion,,
classification,18,No,0.729892266605458,0.4387119178109022,0.6535295269508562,0.7297950826034261,YearsAtCompany,13,-0.12155276070901971,9 < YearsAtCompany,,
classification,18,No,0.729892266605458,0.4387119178109022,0.6535295269508562,0.7297950826034261,BusinessTravel,2,-0.1039662481315701,BusinessTravel = Travel_Frequently,,
classification,18,No,0.729892266605458,0.4387119178109022,0.6535295269508562,0.7297950826034261,StockOptionLevel,1,-0.1115163952941746,StockOptionLevel = 0,,
classification,18,No,0.729892266605458,0.4387119178109022,0.6535295269508562,0.7297950826034261,YearsInCurrentRole,12,0.09157086213303291,7 < YearsInCurrentRole,,
classification,18,No,0.729892266605458,0.4387119178109022,0.6535295269508562,0.7297950826034261,PerformanceRating,4,0.06125909115135689,3.75 < PerformanceRating,,
classification,19,No,0.9632204661028269,0.4278143518407849,0.8582261097147764,0.49405935596242534,OverTime,2,-0.2423735150238708,OverTime = Yes,,
classification,19,No,0.9632204661028269,0.4278143518407849,0.8582261097147764,0.49405935596242534,TotalWorkingYears,25,0.1346699966248789,15 < TotalWorkingYears,,
classification,19,No,0.9632204661028269,0.4278143518407849,0.8582261097147764,0.49405935596242534,YearsAtCompany,25,-0.12881025189696166,9 < YearsAtCompany,,
classification,19,No,0.9632204661028269,0.4278143518407849,0.8582261097147764,0.49405935596242534,YearsSinceLastPromotion,4,-0.12039920643551152,2 < YearsSinceLastPromotion,,
classification,19,No,0.9632204661028269,0.4278143518407849,0.8582261097147764,0.49405935596242534,BusinessTravel,2,-0.11106837976802857,BusinessTravel = Travel_Frequently,,
classification,19,No,0.9632204661028269,0.4278143518407849,0.8582261097147764,0.49405935596242534,YearsWithCurrManager,12,0.09834814048221921,7 < YearsWithCurrManager,,
classification,19,No,0.9632204661028269,0.4278143518407849,0.8582261097147764,0.49405935596242534,YearsInCurrentRole,12,0.08524951944737232,7 < YearsInCurrentRole,,
classification,19,No,0.9632204661028269,0.4278143518407849,0.8582261097147764,0.49405935596242534,DistanceFromHome,26,-0.07978305718244902,14 < DistanceFromHome,,
classification,20,No,0.7674072175693102,0.3836373639687296,0.597849505888175,0.7672159716812287,OverTime,1,0.2639526293494344,OverTime = No,,
classification,20,No,0.7674072175693102,0.3836373639687296,0.597849505888175,0.7672159716812287,PerformanceRating,4,0.12045732255704443,3.75 < PerformanceRating,,
classification,20,No,0.7674072175693102,0.3836373639687296,0.597849505888175,0.7672159716812287,YearsAtCompany,10,-0.11800513287254279,9 < YearsAtCompany,,
classification,20,No,0.7674072175693102,0.3836373639687296,0.597849505888175,0.7672159716812287,BusinessTravel,2,-0.10547877117371118,BusinessTravel = Travel_Frequently,,
classification,20,No,0.7674072175693102,0.3836373639687296,0.597849505888175,0.7672159716812287,YearsSinceLastPromotion,0,0.09221447341018178,YearsSinceLastPromotion <= 1,,
classification,20,No,0.7674072175693102,0.3836373639687296,0.597849505888175,0.7672159716812287,JobLevel,1,-0.08689349926354238,JobLevel = 1,,
classification,20,No,0.7674072175693102,0.3836373639687296,0.597849505888175,0.7672159716812287,YearsWithCurrManager,9,0.08334240212080785,7 < YearsWithCurrManager,,
classification,20,No,0.7674072175693102,0.3836373639687296,0.597849505888175,0.7672159716812287,EnvironmentSatisfaction,1,-0.08022295833461847,EnvironmentSatisfaction <= 2,,
